   Ordinate,   Date / Time,RSAC155 FLOW DWR-DMS-202112
------------------------------------------------------
Units, ,CFS
Type, ,PER-AVER
5241,04 Feb 04, 24:00,32477
5242,05 Feb 04, 24:00,38434
5243,06 Feb 04, 24:00,38148
5244,07 Feb 04, 24:00,34690
5245,08 Feb 04, 24:00,31698
5246,09 Feb 04, 24:00,29620
5247,10 Feb 04, 24:00,27800
5248,11 Feb 04, 24:00,25964
5249,12 Feb 04, 24:00,24544
5250,13 Feb 04, 24:00,23313
5251,14 Feb 04, 24:00,22202
5252,15 Feb 04, 24:00,21254
5253,16 Feb 04, 24:00,20387
5254,17 Feb 04, 24:00,23058
5255,18 Feb 04, 24:00,39074
5256,19 Feb 04, 24:00,56625
5257,20 Feb 04, 24:00,69260
5258,21 Feb 04, 24:00,73310
5259,22 Feb 04, 24:00,73795
5260,23 Feb 04, 24:00,73082
5261,24 Feb 04, 24:00,71919
5262,25 Feb 04, 24:00,71876
5263,26 Feb 04, 24:00,74551
5264,27 Feb 04, 24:00,74662
5265,28 Feb 04, 24:00,73786
5266,29 Feb 04, 24:00,72380
5267,01 Mar 04, 24:00,71294
5268,02 Mar 04, 24:00,70987
5269,03 Mar 04, 24:00,70320
5270,04 Mar 04, 24:00,69552
5271,05 Mar 04, 24:00,68634
5272,06 Mar 04, 24:00,67456
5273,07 Mar 04, 24:00,66321
5274,08 Mar 04, 24:00,65417
5275,09 Mar 04, 24:00,63816
5276,10 Mar 04, 24:00,62424
5277,11 Mar 04, 24:00,59968
5278,12 Mar 04, 24:00,56939
5279,13 Mar 04, 24:00,53388
5280,14 Mar 04, 24:00,49168
5281,15 Mar 04, 24:00,44839
5282,16 Mar 04, 24:00,41248
5283,17 Mar 04, 24:00,38311
5284,18 Mar 04, 24:00,35549
5285,19 Mar 04, 24:00,33383
5286,20 Mar 04, 24:00,32082
5287,21 Mar 04, 24:00,31225
5288,22 Mar 04, 24:00,30418
5289,23 Mar 04, 24:00,30078
5290,24 Mar 04, 24:00,32208
5291,25 Mar 04, 24:00,33049
5292,26 Mar 04, 24:00,33128
5293,27 Mar 04, 24:00,32030
5294,28 Mar 04, 24:00,29401
5295,29 Mar 04, 24:00,26767
5296,30 Mar 04, 24:00,25015
5297,31 Mar 04, 24:00,23777
5298,01 Apr 04, 24:00,22289
5299,02 Apr 04, 24:00,20945
5300,03 Apr 04, 24:00,20474
5301,04 Apr 04, 24:00,21227
5302,05 Apr 04, 24:00,23695
5303,06 Apr 04, 24:00,26174
5304,07 Apr 04, 24:00,31546
5305,08 Apr 04, 24:00,33616
5306,09 Apr 04, 24:00,34990
5307,10 Apr 04, 24:00,36057
5308,11 Apr 04, 24:00,35766
5309,12 Apr 04, 24:00,34748
5310,13 Apr 04, 24:00,33051
5311,14 Apr 04, 24:00,31533
5312,15 Apr 04, 24:00,30427
5313,16 Apr 04, 24:00,30436
5314,17 Apr 04, 24:00,30225
5315,18 Apr 04, 24:00,28585
5316,19 Apr 04, 24:00,24681
5317,20 Apr 04, 24:00,21534
5318,21 Apr 04, 24:00,18902
5319,22 Apr 04, 24:00,17366
5320,23 Apr 04, 24:00,15902
5321,24 Apr 04, 24:00,15000
5322,25 Apr 04, 24:00,14177
5323,26 Apr 04, 24:00,13055
5324,27 Apr 04, 24:00,11774
5325,28 Apr 04, 24:00,11508
5326,29 Apr 04, 24:00,11749
5327,30 Apr 04, 24:00,11748
5328,01 May 04, 24:00,11725
5329,02 May 04, 24:00,11702
5330,03 May 04, 24:00,11640
5331,04 May 04, 24:00,11408
5332,05 May 04, 24:00,11986
5333,06 May 04, 24:00,12854
5334,07 May 04, 24:00,13206
5335,08 May 04, 24:00,13007
5336,09 May 04, 24:00,12757
5337,10 May 04, 24:00,13623
5338,11 May 04, 24:00,14179
5339,12 May 04, 24:00,14092
5340,13 May 04, 24:00,13907
5341,14 May 04, 24:00,12997
5342,15 May 04, 24:00,12150
5343,16 May 04, 24:00,11675
5344,17 May 04, 24:00,11437
5345,18 May 04, 24:00,12420
5346,19 May 04, 24:00,12297
5347,20 May 04, 24:00,12194
5348,21 May 04, 24:00,11925
5349,22 May 04, 24:00,11749
5350,23 May 04, 24:00,12143
5351,24 May 04, 24:00,12173
5352,25 May 04, 24:00,12213
5353,26 May 04, 24:00,12138
5354,27 May 04, 24:00,11736
5355,28 May 04, 24:00,11956
5356,29 May 04, 24:00,12567
5357,30 May 04, 24:00,13346
5358,31 May 04, 24:00,13906
5359,01 Jun 04, 24:00,13937
5360,02 Jun 04, 24:00,13638
5361,03 Jun 04, 24:00,13197
5362,04 Jun 04, 24:00,12608
5363,05 Jun 04, 24:00,12659
5364,06 Jun 04, 24:00,12371
5365,07 Jun 04, 24:00,12886
5366,08 Jun 04, 24:00,15311
5367,09 Jun 04, 24:00,16262
5368,10 Jun 04, 24:00,16978
5369,11 Jun 04, 24:00,16549
5370,12 Jun 04, 24:00,16170
5371,13 Jun 04, 24:00,15933
5372,14 Jun 04, 24:00,15822
5373,15 Jun 04, 24:00,15376
5374,16 Jun 04, 24:00,14906
5375,17 Jun 04, 24:00,15025
5376,18 Jun 04, 24:00,15376
5377,19 Jun 04, 24:00,15637
5378,20 Jun 04, 24:00,15737
5379,21 Jun 04, 24:00,15641
5380,22 Jun 04, 24:00,15187
5381,23 Jun 04, 24:00,15283
5382,24 Jun 04, 24:00,15543
5383,25 Jun 04, 24:00,15329
5384,26 Jun 04, 24:00,15185
5385,27 Jun 04, 24:00,15030
5386,28 Jun 04, 24:00,15032
5387,29 Jun 04, 24:00,15579
5388,30 Jun 04, 24:00,17426
5389,01 Jul 04, 24:00,18268
5390,02 Jul 04, 24:00,18489
5391,03 Jul 04, 24:00,18670
5392,04 Jul 04, 24:00,19132
5393,05 Jul 04, 24:00,19461
5394,06 Jul 04, 24:00,19578
5395,07 Jul 04, 24:00,19389
5396,08 Jul 04, 24:00,19871
5397,09 Jul 04, 24:00,20192
5398,10 Jul 04, 24:00,20826
5399,11 Jul 04, 24:00,21176
5400,12 Jul 04, 24:00,21154
5401,13 Jul 04, 24:00,21465
5402,14 Jul 04, 24:00,21525
5403,15 Jul 04, 24:00,21601
5404,16 Jul 04, 24:00,21522
5405,17 Jul 04, 24:00,21471
5406,18 Jul 04, 24:00,21806
5407,19 Jul 04, 24:00,21814
5408,20 Jul 04, 24:00,21715
5409,21 Jul 04, 24:00,21110
5410,22 Jul 04, 24:00,20257
5411,23 Jul 04, 24:00,19880
5412,24 Jul 04, 24:00,20490
5413,25 Jul 04, 24:00,20751
5414,26 Jul 04, 24:00,20158
5415,27 Jul 04, 24:00,19898
5416,28 Jul 04, 24:00,20080
5417,29 Jul 04, 24:00,20293
5418,30 Jul 04, 24:00,19969
5419,31 Jul 04, 24:00,19815
5420,01 Aug 04, 24:00,19403
5421,02 Aug 04, 24:00,19100
5422,03 Aug 04, 24:00,19415
5423,04 Aug 04, 24:00,19194
5424,05 Aug 04, 24:00,19234
5425,06 Aug 04, 24:00,19143
5426,07 Aug 04, 24:00,18945
5427,08 Aug 04, 24:00,18608
5428,09 Aug 04, 24:00,18423
5429,10 Aug 04, 24:00,18360
5430,11 Aug 04, 24:00,18232
5431,12 Aug 04, 24:00,18008
5432,13 Aug 04, 24:00,18124
5433,14 Aug 04, 24:00,17960
5434,15 Aug 04, 24:00,18016
5435,16 Aug 04, 24:00,17700
5436,17 Aug 04, 24:00,17403
5437,18 Aug 04, 24:00,17467
5438,19 Aug 04, 24:00,17272
5439,20 Aug 04, 24:00,17069
5440,21 Aug 04, 24:00,16694
5441,22 Aug 04, 24:00,16782
5442,23 Aug 04, 24:00,17281
5443,24 Aug 04, 24:00,17449
5444,25 Aug 04, 24:00,17891
5445,26 Aug 04, 24:00,17928
5446,27 Aug 04, 24:00,17169
5447,28 Aug 04, 24:00,16833
5448,29 Aug 04, 24:00,16509
5449,30 Aug 04, 24:00,16302
5450,31 Aug 04, 24:00,15929
5451,01 Sep 04, 24:00,15833
5452,02 Sep 04, 24:00,16145
5453,03 Sep 04, 24:00,16190
5454,04 Sep 04, 24:00,15975
5455,05 Sep 04, 24:00,16059
5456,06 Sep 04, 24:00,15832
5457,07 Sep 04, 24:00,15789
5458,08 Sep 04, 24:00,15978
5459,09 Sep 04, 24:00,15705
5460,10 Sep 04, 24:00,15261
5461,11 Sep 04, 24:00,15368
5462,12 Sep 04, 24:00,15038
5463,13 Sep 04, 24:00,15368
5464,14 Sep 04, 24:00,15134
5465,15 Sep 04, 24:00,14912
5466,16 Sep 04, 24:00,14731
5467,17 Sep 04, 24:00,14207
5468,18 Sep 04, 24:00,14721
5469,19 Sep 04, 24:00,14760
5470,20 Sep 04, 24:00,14664
5471,21 Sep 04, 24:00,14240
5472,22 Sep 04, 24:00,14176
5473,23 Sep 04, 24:00,14115
5474,24 Sep 04, 24:00,13634
5475,25 Sep 04, 24:00,13441
5476,26 Sep 04, 24:00,13376
5477,27 Sep 04, 24:00,12809
5478,28 Sep 04, 24:00,12358
5479,29 Sep 04, 24:00,12380
5480,30 Sep 04, 24:00,12062
5481,01 Oct 04, 24:00,11936
5482,02 Oct 04, 24:00,12599
5483,03 Oct 04, 24:00,12060
5484,04 Oct 04, 24:00,10400
5485,05 Oct 04, 24:00,10800
5486,06 Oct 04, 24:00,10400
5487,07 Oct 04, 24:00,10140
5488,08 Oct 04, 24:00,9890
5489,09 Oct 04, 24:00,10490
5490,10 Oct 04, 24:00,10280
5491,11 Oct 04, 24:00,10130
5492,12 Oct 04, 24:00,10155
5493,13 Oct 04, 24:00,10180
5494,14 Oct 04, 24:00,10040
5495,15 Oct 04, 24:00,9820
5496,16 Oct 04, 24:00,9680
5497,17 Oct 04, 24:00,9610
5498,18 Oct 04, 24:00,10110
5499,19 Oct 04, 24:00,10610
5500,20 Oct 04, 24:00,13800
5501,21 Oct 04, 24:00,14610
5502,22 Oct 04, 24:00,15420
5503,23 Oct 04, 24:00,14130
5504,24 Oct 04, 24:00,13080
5505,25 Oct 04, 24:00,13195
5506,26 Oct 04, 24:00,13309
5507,27 Oct 04, 24:00,13424
5508,28 Oct 04, 24:00,13539
5509,29 Oct 04, 24:00,13654
5510,30 Oct 04, 24:00,13768
5511,31 Oct 04, 24:00,13883
5512,01 Nov 04, 24:00,13135
5513,02 Nov 04, 24:00,12378
5514,03 Nov 04, 24:00,12302
5515,04 Nov 04, 24:00,12397
5516,05 Nov 04, 24:00,11665
5517,06 Nov 04, 24:00,11918
5518,07 Nov 04, 24:00,11936
5519,08 Nov 04, 24:00,11272
5520,09 Nov 04, 24:00,11114
5521,10 Nov 04, 24:00,11231
5522,11 Nov 04, 24:00,11857
5523,12 Nov 04, 24:00,12133
5524,13 Nov 04, 24:00,12493
5525,14 Nov 04, 24:00,12556
5526,15 Nov 04, 24:00,12050
5527,16 Nov 04, 24:00,11875
5528,17 Nov 04, 24:00,11806
5529,18 Nov 04, 24:00,11666
5530,19 Nov 04, 24:00,11128
5531,20 Nov 04, 24:00,11043
5532,21 Nov 04, 24:00,10572
5533,22 Nov 04, 24:00,10073
5534,23 Nov 04, 24:00,9953
5535,24 Nov 04, 24:00,9926
5536,25 Nov 04, 24:00,9627
5537,26 Nov 04, 24:00,9672
5538,27 Nov 04, 24:00,10898
5539,28 Nov 04, 24:00,12665
5540,29 Nov 04, 24:00,12239
5541,30 Nov 04, 24:00,11761
5542,01 Dec 04, 24:00,11652
5543,02 Dec 04, 24:00,11606
5544,03 Dec 04, 24:00,11271
5545,04 Dec 04, 24:00,10917
5546,05 Dec 04, 24:00,10392
5547,06 Dec 04, 24:00,10056
5548,07 Dec 04, 24:00,10811
5549,08 Dec 04, 24:00,12547
5550,09 Dec 04, 24:00,18007
5551,10 Dec 04, 24:00,26307
5552,11 Dec 04, 24:00,28034
5553,12 Dec 04, 24:00,23975
5554,13 Dec 04, 24:00,20198
5555,14 Dec 04, 24:00,18149
5556,15 Dec 04, 24:00,16904
5557,16 Dec 04, 24:00,16250
5558,17 Dec 04, 24:00,15345
5559,18 Dec 04, 24:00,14828
5560,19 Dec 04, 24:00,14007
5561,20 Dec 04, 24:00,13405
5562,21 Dec 04, 24:00,12980
5563,22 Dec 04, 24:00,12554
5564,23 Dec 04, 24:00,12072
5565,24 Dec 04, 24:00,11879
5566,25 Dec 04, 24:00,11642
5567,26 Dec 04, 24:00,11211
5568,27 Dec 04, 24:00,11298
5569,28 Dec 04, 24:00,14447
5570,29 Dec 04, 24:00,29508
5571,30 Dec 04, 24:00,39135
5572,31 Dec 04, 24:00,46644
5573,01 Jan 05, 24:00,55185
5574,02 Jan 05, 24:00,56391
5575,03 Jan 05, 24:00,53817
5576,04 Jan 05, 24:00,50821
5577,05 Jan 05, 24:00,44111
5578,06 Jan 05, 24:00,39274
5579,07 Jan 05, 24:00,34774
5580,08 Jan 05, 24:00,33568
5581,09 Jan 05, 24:00,36573
5582,10 Jan 05, 24:00,37078
5583,11 Jan 05, 24:00,36158
5584,12 Jan 05, 24:00,37625
5585,13 Jan 05, 24:00,38928
5586,14 Jan 05, 24:00,37923
5587,15 Jan 05, 24:00,34662
5588,16 Jan 05, 24:00,31665
5589,17 Jan 05, 24:00,29348
5590,18 Jan 05, 24:00,26762
5591,19 Jan 05, 24:00,25437
5592,20 Jan 05, 24:00,23943
5593,21 Jan 05, 24:00,23109
5594,22 Jan 05, 24:00,22362
5595,23 Jan 05, 24:00,21796
5596,24 Jan 05, 24:00,20272
5597,25 Jan 05, 24:00,18365
5598,26 Jan 05, 24:00,19545
5599,27 Jan 05, 24:00,19616
5600,28 Jan 05, 24:00,24281
5601,29 Jan 05, 24:00,30396
5602,30 Jan 05, 24:00,31960
5603,31 Jan 05, 24:00,31236
5604,01 Feb 05, 24:00,29132
5605,02 Feb 05, 24:00,27696
5606,03 Feb 05, 24:00,26018
5607,04 Feb 05, 24:00,24620
5608,05 Feb 05, 24:00,23506
5609,06 Feb 05, 24:00,22416
5610,07 Feb 05, 24:00,21419
5611,08 Feb 05, 24:00,20929
5612,09 Feb 05, 24:00,20542
5613,10 Feb 05, 24:00,23260
5614,11 Feb 05, 24:00,24364
5615,12 Feb 05, 24:00,22323
5616,13 Feb 05, 24:00,19814
5617,14 Feb 05, 24:00,18058
5618,15 Feb 05, 24:00,17704
5619,16 Feb 05, 24:00,18689
5620,17 Feb 05, 24:00,19893
5621,18 Feb 05, 24:00,19732
5622,19 Feb 05, 24:00,19296
5623,20 Feb 05, 24:00,20185
5624,21 Feb 05, 24:00,25705
5625,22 Feb 05, 24:00,31117
5626,23 Feb 05, 24:00,32851
5627,24 Feb 05, 24:00,30863
5628,25 Feb 05, 24:00,29757
5629,26 Feb 05, 24:00,28722
5630,27 Feb 05, 24:00,27435
5631,28 Feb 05, 24:00,26646
5632,01 Mar 05, 24:00,27109
5633,02 Mar 05, 24:00,30183
5634,03 Mar 05, 24:00,32778
5635,04 Mar 05, 24:00,32458
5636,05 Mar 05, 24:00,31004
5637,06 Mar 05, 24:00,28571
5638,07 Mar 05, 24:00,26228
5639,08 Mar 05, 24:00,24324
5640,09 Mar 05, 24:00,22910
5641,10 Mar 05, 24:00,22109
5642,11 Mar 05, 24:00,21425
5643,12 Mar 05, 24:00,20795
5644,13 Mar 05, 24:00,20297
5645,14 Mar 05, 24:00,19896
5646,15 Mar 05, 24:00,19282
5647,16 Mar 05, 24:00,18923
5648,17 Mar 05, 24:00,18489
5649,18 Mar 05, 24:00,18150
5650,19 Mar 05, 24:00,20461
5651,20 Mar 05, 24:00,22305
5652,21 Mar 05, 24:00,22850
5653,22 Mar 05, 24:00,23828
5654,23 Mar 05, 24:00,29541
5655,24 Mar 05, 24:00,42108
5656,25 Mar 05, 24:00,53464
5657,26 Mar 05, 24:00,54696
5658,27 Mar 05, 24:00,52025
5659,28 Mar 05, 24:00,47348
5660,29 Mar 05, 24:00,42158
5661,30 Mar 05, 24:00,39773
5662,31 Mar 05, 24:00,37591
5663,01 Apr 05, 24:00,34164
5664,02 Apr 05, 24:00,30988
5665,03 Apr 05, 24:00,28372
5666,04 Apr 05, 24:00,25980
5667,05 Apr 05, 24:00,24540
5668,06 Apr 05, 24:00,23701
5669,07 Apr 05, 24:00,22271
5670,08 Apr 05, 24:00,22269
5671,09 Apr 05, 24:00,22812
5672,10 Apr 05, 24:00,24469
5673,11 Apr 05, 24:00,25614
5674,12 Apr 05, 24:00,24473
5675,13 Apr 05, 24:00,23321
5676,14 Apr 05, 24:00,22965
5677,15 Apr 05, 24:00,22174
5678,16 Apr 05, 24:00,21752
5679,17 Apr 05, 24:00,21143
5680,18 Apr 05, 24:00,20421
5681,19 Apr 05, 24:00,19348
5682,20 Apr 05, 24:00,18407
5683,21 Apr 05, 24:00,17771
5684,22 Apr 05, 24:00,16318
5685,23 Apr 05, 24:00,16343
5686,24 Apr 05, 24:00,15297
5687,25 Apr 05, 24:00,15225
5688,26 Apr 05, 24:00,15048
5689,27 Apr 05, 24:00,14871
5690,28 Apr 05, 24:00,15745
5691,29 Apr 05, 24:00,15932
5692,30 Apr 05, 24:00,15488
5693,01 May 05, 24:00,15309
5694,02 May 05, 24:00,14202
5695,03 May 05, 24:00,14132
5696,04 May 05, 24:00,16100
5697,05 May 05, 24:00,14700
5698,06 May 05, 24:00,15200
5699,07 May 05, 24:00,17000
5700,08 May 05, 24:00,19900
5701,09 May 05, 24:00,21700
5702,10 May 05, 24:00,26100
5703,11 May 05, 24:00,35000
5704,12 May 05, 24:00,38500
5705,13 May 05, 24:00,41000
5706,14 May 05, 24:00,41400
5707,15 May 05, 24:00,41100
5708,16 May 05, 24:00,40400
5709,17 May 05, 24:00,40600
5710,18 May 05, 24:00,43300
5711,19 May 05, 24:00,47800
5712,20 May 05, 24:00,66500
5713,21 May 05, 24:00,71800
5714,22 May 05, 24:00,72900
5715,23 May 05, 24:00,70900
5716,24 May 05, 24:00,68400
5717,25 May 05, 24:00,64700
5718,26 May 05, 24:00,59700
5719,27 May 05, 24:00,53500
5720,28 May 05, 24:00,46700
5721,29 May 05, 24:00,41800
5722,30 May 05, 24:00,40500
5723,31 May 05, 24:00,41600
5724,01 Jun 05, 24:00,40800
5725,02 Jun 05, 24:00,39200
5726,03 Jun 05, 24:00,38200
5727,04 Jun 05, 24:00,35600
5728,05 Jun 05, 24:00,32000
5729,06 Jun 05, 24:00,29700
5730,07 Jun 05, 24:00,28100
5731,08 Jun 05, 24:00,27500
5732,09 Jun 05, 24:00,26800
5733,10 Jun 05, 24:00,27800
5734,11 Jun 05, 24:00,30300
5735,12 Jun 05, 24:00,32000
5736,13 Jun 05, 24:00,32000
5737,14 Jun 05, 24:00,30900
5738,15 Jun 05, 24:00,29500
5739,16 Jun 05, 24:00,28400
5740,17 Jun 05, 24:00,29100
5741,18 Jun 05, 24:00,30400
5742,19 Jun 05, 24:00,30700
5743,20 Jun 05, 24:00,30600
5744,21 Jun 05, 24:00,29900
5745,22 Jun 05, 24:00,28400
5746,23 Jun 05, 24:00,25900
5747,24 Jun 05, 24:00,23400
5748,25 Jun 05, 24:00,21900
5749,26 Jun 05, 24:00,21200
5750,27 Jun 05, 24:00,21200
5751,28 Jun 05, 24:00,21200
5752,29 Jun 05, 24:00,21200
5753,30 Jun 05, 24:00,21200
5754,01 Jul 05, 24:00,21200
5755,02 Jul 05, 24:00,18700
5756,03 Jul 05, 24:00,18900
5757,04 Jul 05, 24:00,18600
5758,05 Jul 05, 24:00,19000
5759,06 Jul 05, 24:00,19200
5760,07 Jul 05, 24:00,19100
5761,08 Jul 05, 24:00,19200
5762,09 Jul 05, 24:00,18800
5763,10 Jul 05, 24:00,19300
5764,11 Jul 05, 24:00,19264
5765,12 Jul 05, 24:00,19227
5766,13 Jul 05, 24:00,19191
5767,14 Jul 05, 24:00,19154
5768,15 Jul 05, 24:00,19118
5769,16 Jul 05, 24:00,19081
5770,17 Jul 05, 24:00,19045
5771,18 Jul 05, 24:00,19008
5772,19 Jul 05, 24:00,18972
5773,20 Jul 05, 24:00,18935
5774,21 Jul 05, 24:00,18899
5775,22 Jul 05, 24:00,18862
5776,23 Jul 05, 24:00,18826
5777,24 Jul 05, 24:00,18789
5778,25 Jul 05, 24:00,18753
5779,26 Jul 05, 24:00,18716
5780,27 Jul 05, 24:00,18680
5781,28 Jul 05, 24:00,18644
5782,29 Jul 05, 24:00,18607
5783,30 Jul 05, 24:00,18571
5784,31 Jul 05, 24:00,18534
5785,01 Aug 05, 24:00,18498
5786,02 Aug 05, 24:00,18461
5787,03 Aug 05, 24:00,18425
5788,04 Aug 05, 24:00,18388
5789,05 Aug 05, 24:00,18352
5790,06 Aug 05, 24:00,18315
5791,07 Aug 05, 24:00,18279
5792,08 Aug 05, 24:00,18242
5793,09 Aug 05, 24:00,18206
5794,10 Aug 05, 24:00,18169
5795,11 Aug 05, 24:00,18133
5796,12 Aug 05, 24:00,18096
5797,13 Aug 05, 24:00,18060
5798,14 Aug 05, 24:00,18023
5799,15 Aug 05, 24:00,17987
5800,16 Aug 05, 24:00,17951
5801,17 Aug 05, 24:00,17914
5802,18 Aug 05, 24:00,17878
5803,19 Aug 05, 24:00,17841
5804,20 Aug 05, 24:00,17805
5805,21 Aug 05, 24:00,17768
5806,22 Aug 05, 24:00,17732
5807,23 Aug 05, 24:00,17695
5808,24 Aug 05, 24:00,17659
5809,25 Aug 05, 24:00,17622
5810,26 Aug 05, 24:00,17586
5811,27 Aug 05, 24:00,17549
5812,28 Aug 05, 24:00,17513
5813,29 Aug 05, 24:00,17476
5814,30 Aug 05, 24:00,17440
5815,31 Aug 05, 24:00,17403
5816,01 Sep 05, 24:00,17367
5817,02 Sep 05, 24:00,18110
5818,03 Sep 05, 24:00,18399
5819,04 Sep 05, 24:00,18390
5820,05 Sep 05, 24:00,17871
5821,06 Sep 05, 24:00,18302
5822,07 Sep 05, 24:00,18379
5823,08 Sep 05, 24:00,17969
5824,09 Sep 05, 24:00,18004
5825,10 Sep 05, 24:00,18451
5826,11 Sep 05, 24:00,18333
5827,12 Sep 05, 24:00,18176
5828,13 Sep 05, 24:00,18153
5829,14 Sep 05, 24:00,18202
5830,15 Sep 05, 24:00,17803
5831,16 Sep 05, 24:00,17485
5832,17 Sep 05, 24:00,18385
5833,18 Sep 05, 24:00,18333
5834,19 Sep 05, 24:00,18148
5835,20 Sep 05, 24:00,17318
5836,21 Sep 05, 24:00,17491
5837,22 Sep 05, 24:00,17572
5838,23 Sep 05, 24:00,16947
5839,24 Sep 05, 24:00,17294
5840,25 Sep 05, 24:00,17405
5841,26 Sep 05, 24:00,17530
5842,27 Sep 05, 24:00,18009
5843,28 Sep 05, 24:00,17965
5844,29 Sep 05, 24:00,17735
5845,30 Sep 05, 24:00,17749
5846,01 Oct 05, 24:00,17828
5847,02 Oct 05, 24:00,18370
5848,03 Oct 05, 24:00,19704
5849,04 Oct 05, 24:00,19978
5850,05 Oct 05, 24:00,19336
5851,06 Oct 05, 24:00,16450
5852,07 Oct 05, 24:00,16015
5853,08 Oct 05, 24:00,15866
5854,09 Oct 05, 24:00,15716
5855,10 Oct 05, 24:00,15241
5856,11 Oct 05, 24:00,14595
5857,12 Oct 05, 24:00,14784
5858,13 Oct 05, 24:00,14605
5859,14 Oct 05, 24:00,14426
5860,15 Oct 05, 24:00,14247
5861,16 Oct 05, 24:00,14068
5862,17 Oct 05, 24:00,13889
5863,18 Oct 05, 24:00,13710
5864,19 Oct 05, 24:00,13531
5865,20 Oct 05, 24:00,13352
5866,21 Oct 05, 24:00,13174
5867,22 Oct 05, 24:00,12995
5868,23 Oct 05, 24:00,12816
5869,24 Oct 05, 24:00,12637
5870,25 Oct 05, 24:00,12458
5871,26 Oct 05, 24:00,12279
5872,27 Oct 05, 24:00,12100
5873,28 Oct 05, 24:00,11921
5874,29 Oct 05, 24:00,12096
5875,30 Oct 05, 24:00,12785
5876,31 Oct 05, 24:00,12877
5877,01 Nov 05, 24:00,12687
5878,02 Nov 05, 24:00,12300
5879,03 Nov 05, 24:00,12720
5880,04 Nov 05, 24:00,11054
5881,05 Nov 05, 24:00,12571
5882,06 Nov 05, 24:00,12192
5883,07 Nov 05, 24:00,12321
5884,08 Nov 05, 24:00,12972
5885,09 Nov 05, 24:00,14287
5886,10 Nov 05, 24:00,16582
5887,11 Nov 05, 24:00,17208
5888,12 Nov 05, 24:00,16037
5889,13 Nov 05, 24:00,14319
5890,14 Nov 05, 24:00,13694
5891,15 Nov 05, 24:00,13417
5892,16 Nov 05, 24:00,13187
5893,17 Nov 05, 24:00,13127
5894,18 Nov 05, 24:00,12894
5895,19 Nov 05, 24:00,12561
5896,20 Nov 05, 24:00,12249
5897,21 Nov 05, 24:00,12690
5898,22 Nov 05, 24:00,13054
5899,23 Nov 05, 24:00,13422
5900,24 Nov 05, 24:00,13821
5901,25 Nov 05, 24:00,13836
5902,26 Nov 05, 24:00,14286
5903,27 Nov 05, 24:00,14295
5904,28 Nov 05, 24:00,14675
5905,29 Nov 05, 24:00,14786
5906,30 Nov 05, 24:00,15646
5907,01 Dec 05, 24:00,16158
5908,02 Dec 05, 24:00,19784
5909,03 Dec 05, 24:00,24178
5910,04 Dec 05, 24:00,28915
5911,05 Dec 05, 24:00,26208
5912,06 Dec 05, 24:00,22124
5913,07 Dec 05, 24:00,19351
5914,08 Dec 05, 24:00,17567
5915,09 Dec 05, 24:00,16527
5916,10 Dec 05, 24:00,15766
5917,11 Dec 05, 24:00,15375
5918,12 Dec 05, 24:00,15404
5919,13 Dec 05, 24:00,15446
5920,14 Dec 05, 24:00,15161
5921,15 Dec 05, 24:00,15124
5922,16 Dec 05, 24:00,14961
5923,17 Dec 05, 24:00,14588
5924,18 Dec 05, 24:00,15687
5925,19 Dec 05, 24:00,19459
5926,20 Dec 05, 24:00,23928
5927,21 Dec 05, 24:00,32569
5928,22 Dec 05, 24:00,37949
5929,23 Dec 05, 24:00,43878
5930,24 Dec 05, 24:00,54201
5931,25 Dec 05, 24:00,70388
5932,26 Dec 05, 24:00,74735
5933,27 Dec 05, 24:00,85000
5934,28 Dec 05, 24:00,86000
5935,29 Dec 05, 24:00,87718
5936,30 Dec 05, 24:00,72840
5937,31 Dec 05, 24:00,75378
5938,01 Jan 06, 24:00,63548
5939,02 Jan 06, 24:00,83072
5940,03 Jan 06, 24:00,86861
5941,04 Jan 06, 24:00,85559
5942,05 Jan 06, 24:00,83698
5943,06 Jan 06, 24:00,81165
5944,07 Jan 06, 24:00,76179
5945,08 Jan 06, 24:00,74760
5946,09 Jan 06, 24:00,74999
5947,10 Jan 06, 24:00,76434
5948,11 Jan 06, 24:00,77434
5949,12 Jan 06, 24:00,74544
5950,13 Jan 06, 24:00,71659
5951,14 Jan 06, 24:00,70421
5952,15 Jan 06, 24:00,68665
5953,16 Jan 06, 24:00,68060
5954,17 Jan 06, 24:00,68000
5955,18 Jan 06, 24:00,67697
5956,19 Jan 06, 24:00,66741
5957,20 Jan 06, 24:00,65273
5958,21 Jan 06, 24:00,64139
5959,22 Jan 06, 24:00,62090
5960,23 Jan 06, 24:00,60145
5961,24 Jan 06, 24:00,56747
5962,25 Jan 06, 24:00,53326
5963,26 Jan 06, 24:00,49641
5964,27 Jan 06, 24:00,46237
5965,28 Jan 06, 24:00,44196
5966,29 Jan 06, 24:00,43923
5967,30 Jan 06, 24:00,44670
5968,31 Jan 06, 24:00,47165
5969,01 Feb 06, 24:00,51833
5970,02 Feb 06, 24:00,55693
5971,03 Feb 06, 24:00,59510
5972,04 Feb 06, 24:00,63723
5973,05 Feb 06, 24:00,69127
5974,06 Feb 06, 24:00,71158
5975,07 Feb 06, 24:00,71466
5976,08 Feb 06, 24:00,71685
5977,09 Feb 06, 24:00,71128
5978,10 Feb 06, 24:00,70768
5979,11 Feb 06, 24:00,69654
