   Ordinate,   Date / Time,RSAC155 FLOW DWR-DMS-202112
------------------------------------------------------
Units, ,CFS
Type, ,PER-AVER
2539,11 Sep 96, 24:00,18200
2540,12 Sep 96, 24:00,18500
2541,13 Sep 96, 24:00,18100
2542,14 Sep 96, 24:00,18300
2543,15 Sep 96, 24:00,17900
2544,16 Sep 96, 24:00,18000
2545,17 Sep 96, 24:00,17600
2546,18 Sep 96, 24:00,17200
2547,19 Sep 96, 24:00,16700
2548,20 Sep 96, 24:00,16400
2549,21 Sep 96, 24:00,16100
2550,22 Sep 96, 24:00,16200
2551,23 Sep 96, 24:00,15300
2552,24 Sep 96, 24:00,14900
2553,25 Sep 96, 24:00,14000
2554,26 Sep 96, 24:00,14000
2555,27 Sep 96, 24:00,14900
2556,28 Sep 96, 24:00,14400
2557,29 Sep 96, 24:00,13900
2558,30 Sep 96, 24:00,13800
2559,01 Oct 96, 24:00,14900
2560,02 Oct 96, 24:00,14700
2561,03 Oct 96, 24:00,14800
2562,04 Oct 96, 24:00,14500
2563,05 Oct 96, 24:00,14700
2564,06 Oct 96, 24:00,14500
2565,07 Oct 96, 24:00,13800
2566,08 Oct 96, 24:00,13500
2567,09 Oct 96, 24:00,13100
2568,10 Oct 96, 24:00,13400
2569,11 Oct 96, 24:00,13300
2570,12 Oct 96, 24:00,12600
2571,13 Oct 96, 24:00,12800
2572,14 Oct 96, 24:00,12100
2573,15 Oct 96, 24:00,11500
2574,16 Oct 96, 24:00,11500
2575,17 Oct 96, 24:00,11300
2576,18 Oct 96, 24:00,10900
2577,19 Oct 96, 24:00,11800
2578,20 Oct 96, 24:00,11700
2579,21 Oct 96, 24:00,11400
2580,22 Oct 96, 24:00,11500
2581,23 Oct 96, 24:00,11400
2582,24 Oct 96, 24:00,11400
2583,25 Oct 96, 24:00,12000
2584,26 Oct 96, 24:00,12600
2585,27 Oct 96, 24:00,11500
2586,28 Oct 96, 24:00,11200
2587,29 Oct 96, 24:00,11900
2588,30 Oct 96, 24:00,13000
2589,31 Oct 96, 24:00,14100
2590,01 Nov 96, 24:00,14600
2591,02 Nov 96, 24:00,13900
2592,03 Nov 96, 24:00,14200
2593,04 Nov 96, 24:00,14200
2594,05 Nov 96, 24:00,13800
2595,06 Nov 96, 24:00,13400
2596,07 Nov 96, 24:00,13200
2597,08 Nov 96, 24:00,13100
2598,09 Nov 96, 24:00,13000
2599,10 Nov 96, 24:00,12900
2600,11 Nov 96, 24:00,12800
2601,12 Nov 96, 24:00,13100
2602,13 Nov 96, 24:00,13100
2603,14 Nov 96, 24:00,12900
2604,15 Nov 96, 24:00,12800
2605,16 Nov 96, 24:00,13200
2606,17 Nov 96, 24:00,13500
2607,18 Nov 96, 24:00,14600
2608,19 Nov 96, 24:00,15400
2609,20 Nov 96, 24:00,16800
2610,21 Nov 96, 24:00,17200
2611,22 Nov 96, 24:00,18800
2612,23 Nov 96, 24:00,20600
2613,24 Nov 96, 24:00,20900
2614,25 Nov 96, 24:00,21600
2615,26 Nov 96, 24:00,20000
2616,27 Nov 96, 24:00,18700
2617,28 Nov 96, 24:00,17800
2618,29 Nov 96, 24:00,17800
2619,30 Nov 96, 24:00,17100
2620,01 Dec 96, 24:00,15800
2621,02 Dec 96, 24:00,15400
2622,03 Dec 96, 24:00,14900
2623,04 Dec 96, 24:00,16500
2624,05 Dec 96, 24:00,21200
2625,06 Dec 96, 24:00,39500
2626,07 Dec 96, 24:00,41800
2627,08 Dec 96, 24:00,40700
2628,09 Dec 96, 24:00,38700
2629,10 Dec 96, 24:00,42000
2630,11 Dec 96, 24:00,50200
2631,12 Dec 96, 24:00,59600
2632,13 Dec 96, 24:00,80000
2633,14 Dec 96, 24:00,82500
2634,15 Dec 96, 24:00,80100
2635,16 Dec 96, 24:00,78200
2636,17 Dec 96, 24:00,75400
2637,18 Dec 96, 24:00,72400
2638,19 Dec 96, 24:00,69600
2639,20 Dec 96, 24:00,66600
2640,21 Dec 96, 24:00,63900
2641,22 Dec 96, 24:00,64400
2642,23 Dec 96, 24:00,67500
2643,24 Dec 96, 24:00,65800
2644,25 Dec 96, 24:00,62100
2645,26 Dec 96, 24:00,58000
2646,27 Dec 96, 24:00,66500
2647,28 Dec 96, 24:00,81900
2648,29 Dec 96, 24:00,89400
2649,30 Dec 96, 24:00,94000
2650,31 Dec 96, 24:00,96400
2651,01 Jan 97, 24:00,94876
2652,02 Jan 97, 24:00,106255
2653,03 Jan 97, 24:00,112811
2654,04 Jan 97, 24:00,102953
2655,05 Jan 97, 24:00,98340
2656,06 Jan 97, 24:00,93721
2657,07 Jan 97, 24:00,86832
2658,08 Jan 97, 24:00,84378
2659,09 Jan 97, 24:00,84290
2660,10 Jan 97, 24:00,84492
2661,11 Jan 97, 24:00,83819
2662,12 Jan 97, 24:00,81379
2663,13 Jan 97, 24:00,80769
2664,14 Jan 97, 24:00,80884
2665,15 Jan 97, 24:00,79060
2666,16 Jan 97, 24:00,76400
2667,17 Jan 97, 24:00,73777
2668,18 Jan 97, 24:00,71500
2669,19 Jan 97, 24:00,70130
2670,20 Jan 97, 24:00,69422
2671,21 Jan 97, 24:00,69163
2672,22 Jan 97, 24:00,76593
2673,23 Jan 97, 24:00,93060
2674,24 Jan 97, 24:00,92652
2675,25 Jan 97, 24:00,93547
2676,26 Jan 97, 24:00,97492
2677,27 Jan 97, 24:00,96807
2678,28 Jan 97, 24:00,95053
2679,29 Jan 97, 24:00,94546
2680,30 Jan 97, 24:00,90363
2681,31 Jan 97, 24:00,85232
2682,01 Feb 97, 24:00,81865
2683,02 Feb 97, 24:00,79362
2684,03 Feb 97, 24:00,78318
2685,04 Feb 97, 24:00,78147
2686,05 Feb 97, 24:00,77303
2687,06 Feb 97, 24:00,76575
2688,07 Feb 97, 24:00,75506
2689,08 Feb 97, 24:00,74143
2690,09 Feb 97, 24:00,72015
2691,10 Feb 97, 24:00,70346
2692,11 Feb 97, 24:00,68683
2693,12 Feb 97, 24:00,67163
2694,13 Feb 97, 24:00,65414
2695,14 Feb 97, 24:00,62911
2696,15 Feb 97, 24:00,59062
2697,16 Feb 97, 24:00,53921
2698,17 Feb 97, 24:00,48464
2699,18 Feb 97, 24:00,43593
2700,19 Feb 97, 24:00,40848
2701,20 Feb 97, 24:00,39062
2702,21 Feb 97, 24:00,37532
2703,22 Feb 97, 24:00,37176
2704,23 Feb 97, 24:00,36800
2705,24 Feb 97, 24:00,35821
2706,25 Feb 97, 24:00,34823
2707,26 Feb 97, 24:00,36726
2708,27 Feb 97, 24:00,36896
2709,28 Feb 97, 24:00,36690
2710,01 Mar 97, 24:00,37136
2711,02 Mar 97, 24:00,36411
2712,03 Mar 97, 24:00,35596
2713,04 Mar 97, 24:00,34296
2714,05 Mar 97, 24:00,32560
2715,06 Mar 97, 24:00,30242
2716,07 Mar 97, 24:00,27650
2717,08 Mar 97, 24:00,25432
2718,09 Mar 97, 24:00,24294
2719,10 Mar 97, 24:00,23772
2720,11 Mar 97, 24:00,22986
2721,12 Mar 97, 24:00,22484
2722,13 Mar 97, 24:00,21947
2723,14 Mar 97, 24:00,21413
2724,15 Mar 97, 24:00,20398
2725,16 Mar 97, 24:00,20238
2726,17 Mar 97, 24:00,20757
2727,18 Mar 97, 24:00,21946
2728,19 Mar 97, 24:00,24861
2729,20 Mar 97, 24:00,25238
2730,21 Mar 97, 24:00,23383
2731,22 Mar 97, 24:00,22379
2732,23 Mar 97, 24:00,21972
2733,24 Mar 97, 24:00,21726
2734,25 Mar 97, 24:00,21309
2735,26 Mar 97, 24:00,20775
2736,27 Mar 97, 24:00,20743
2737,28 Mar 97, 24:00,20966
2738,29 Mar 97, 24:00,19549
2739,30 Mar 97, 24:00,18227
2740,31 Mar 97, 24:00,18294
2741,01 Apr 97, 24:00,18035
2742,02 Apr 97, 24:00,17591
2743,03 Apr 97, 24:00,17366
2744,04 Apr 97, 24:00,16941
2745,05 Apr 97, 24:00,16275
2746,06 Apr 97, 24:00,15269
2747,07 Apr 97, 24:00,14757
2748,08 Apr 97, 24:00,13741
2749,09 Apr 97, 24:00,13694
2750,10 Apr 97, 24:00,13142
2751,11 Apr 97, 24:00,13140
2752,12 Apr 97, 24:00,12870
2753,13 Apr 97, 24:00,12691
2754,14 Apr 97, 24:00,12351
2755,15 Apr 97, 24:00,11759
2756,16 Apr 97, 24:00,11426
2757,17 Apr 97, 24:00,11127
2758,18 Apr 97, 24:00,10825
2759,19 Apr 97, 24:00,10896
2760,20 Apr 97, 24:00,11340
2761,21 Apr 97, 24:00,13117
2762,22 Apr 97, 24:00,14967
2763,23 Apr 97, 24:00,15010
2764,24 Apr 97, 24:00,15011
2765,25 Apr 97, 24:00,14101
2766,26 Apr 97, 24:00,13423
2767,27 Apr 97, 24:00,11824
2768,28 Apr 97, 24:00,10509
2769,29 Apr 97, 24:00,10645
2770,30 Apr 97, 24:00,10305
2771,01 May 97, 24:00,10829
2772,02 May 97, 24:00,10356
2773,03 May 97, 24:00,10326
2774,04 May 97, 24:00,10470
2775,05 May 97, 24:00,10393
2776,06 May 97, 24:00,10201
2777,07 May 97, 24:00,9573
2778,08 May 97, 24:00,9644
2779,09 May 97, 24:00,9752
2780,10 May 97, 24:00,9729
2781,11 May 97, 24:00,9720
2782,12 May 97, 24:00,9773
2783,13 May 97, 24:00,10043
2784,14 May 97, 24:00,10489
2785,15 May 97, 24:00,10563
2786,16 May 97, 24:00,10529
2787,17 May 97, 24:00,10202
2788,18 May 97, 24:00,9251
2789,19 May 97, 24:00,9754
2790,20 May 97, 24:00,10144
2791,21 May 97, 24:00,10602
2792,22 May 97, 24:00,11208
2793,23 May 97, 24:00,12517
2794,24 May 97, 24:00,13003
2795,25 May 97, 24:00,14005
2796,26 May 97, 24:00,15082
2797,27 May 97, 24:00,15485
2798,28 May 97, 24:00,15144
2799,29 May 97, 24:00,14824
2800,30 May 97, 24:00,14269
2801,31 May 97, 24:00,13939
2802,01 Jun 97, 24:00,13333
2803,02 Jun 97, 24:00,12891
2804,03 Jun 97, 24:00,13116
2805,04 Jun 97, 24:00,13483
2806,05 Jun 97, 24:00,13483
2807,06 Jun 97, 24:00,14006
2808,07 Jun 97, 24:00,14411
2809,08 Jun 97, 24:00,13612
2810,09 Jun 97, 24:00,13194
2811,10 Jun 97, 24:00,12820
2812,11 Jun 97, 24:00,12982
2813,12 Jun 97, 24:00,13790
2814,13 Jun 97, 24:00,14552
2815,14 Jun 97, 24:00,14468
2816,15 Jun 97, 24:00,15256
2817,16 Jun 97, 24:00,16710
2818,17 Jun 97, 24:00,17476
2819,18 Jun 97, 24:00,17980
2820,19 Jun 97, 24:00,16992
2821,20 Jun 97, 24:00,16392
2822,21 Jun 97, 24:00,15742
2823,22 Jun 97, 24:00,15858
2824,23 Jun 97, 24:00,15381
2825,24 Jun 97, 24:00,15003
2826,25 Jun 97, 24:00,15666
2827,26 Jun 97, 24:00,16371
2828,27 Jun 97, 24:00,16245
2829,28 Jun 97, 24:00,16646
2830,29 Jun 97, 24:00,17805
2831,30 Jun 97, 24:00,19450
2832,01 Jul 97, 24:00,20061
2833,02 Jul 97, 24:00,20314
2834,03 Jul 97, 24:00,20396
2835,04 Jul 97, 24:00,20499
2836,05 Jul 97, 24:00,20764
2837,06 Jul 97, 24:00,20492
2838,07 Jul 97, 24:00,20228
2839,08 Jul 97, 24:00,19858
2840,09 Jul 97, 24:00,19621
2841,10 Jul 97, 24:00,19890
2842,11 Jul 97, 24:00,20164
2843,12 Jul 97, 24:00,20498
2844,13 Jul 97, 24:00,20625
2845,14 Jul 97, 24:00,20831
2846,15 Jul 97, 24:00,20932
2847,16 Jul 97, 24:00,20850
2848,17 Jul 97, 24:00,20926
2849,18 Jul 97, 24:00,21224
2850,19 Jul 97, 24:00,21282
2851,20 Jul 97, 24:00,21221
2852,21 Jul 97, 24:00,21528
2853,22 Jul 97, 24:00,21498
2854,23 Jul 97, 24:00,21907
2855,24 Jul 97, 24:00,21654
2856,25 Jul 97, 24:00,21534
2857,26 Jul 97, 24:00,21066
2858,27 Jul 97, 24:00,21060
2859,28 Jul 97, 24:00,21068
2860,29 Jul 97, 24:00,20844
2861,30 Jul 97, 24:00,20543
2862,31 Jul 97, 24:00,20814
2863,01 Aug 97, 24:00,20785
2864,02 Aug 97, 24:00,20725
2865,03 Aug 97, 24:00,20559
2866,04 Aug 97, 24:00,20778
2867,05 Aug 97, 24:00,20802
2868,06 Aug 97, 24:00,21048
2869,07 Aug 97, 24:00,21341
2870,08 Aug 97, 24:00,20963
2871,09 Aug 97, 24:00,20452
2872,10 Aug 97, 24:00,20213
2873,11 Aug 97, 24:00,18883
2874,12 Aug 97, 24:00,18132
2875,13 Aug 97, 24:00,17654
2876,14 Aug 97, 24:00,17459
2877,15 Aug 97, 24:00,16567
2878,16 Aug 97, 24:00,16276
2879,17 Aug 97, 24:00,16667
2880,18 Aug 97, 24:00,17100
2881,19 Aug 97, 24:00,16974
2882,20 Aug 97, 24:00,16695
2883,21 Aug 97, 24:00,16500
2884,22 Aug 97, 24:00,16827
2885,23 Aug 97, 24:00,18106
2886,24 Aug 97, 24:00,19034
2887,25 Aug 97, 24:00,19932
2888,26 Aug 97, 24:00,20043
2889,27 Aug 97, 24:00,19242
2890,28 Aug 97, 24:00,18407
2891,29 Aug 97, 24:00,17620
2892,30 Aug 97, 24:00,17009
2893,31 Aug 97, 24:00,16642
2894,01 Sep 97, 24:00,16575
2895,02 Sep 97, 24:00,16332
2896,03 Sep 97, 24:00,16320
2897,04 Sep 97, 24:00,16103
2898,05 Sep 97, 24:00,16351
2899,06 Sep 97, 24:00,16062
2900,07 Sep 97, 24:00,15982
2901,08 Sep 97, 24:00,16097
2902,09 Sep 97, 24:00,15738
2903,10 Sep 97, 24:00,15819
2904,11 Sep 97, 24:00,15313
2905,12 Sep 97, 24:00,14534
2906,13 Sep 97, 24:00,14147
2907,14 Sep 97, 24:00,13787
2908,15 Sep 97, 24:00,13292
2909,16 Sep 97, 24:00,12310
2910,17 Sep 97, 24:00,12551
2911,18 Sep 97, 24:00,13341
2912,19 Sep 97, 24:00,12949
2913,20 Sep 97, 24:00,12851
2914,21 Sep 97, 24:00,12893
2915,22 Sep 97, 24:00,12720
2916,23 Sep 97, 24:00,12008
2917,24 Sep 97, 24:00,11545
2918,25 Sep 97, 24:00,11045
2919,26 Sep 97, 24:00,12055
2920,27 Sep 97, 24:00,12710
2921,28 Sep 97, 24:00,12211
2922,29 Sep 97, 24:00,12624
2923,30 Sep 97, 24:00,13003
2924,01 Oct 97, 24:00,13098
2925,02 Oct 97, 24:00,13994
2926,03 Oct 97, 24:00,14034
2927,04 Oct 97, 24:00,14180
2928,05 Oct 97, 24:00,14003
2929,06 Oct 97, 24:00,12972
2930,07 Oct 97, 24:00,13673
2931,08 Oct 97, 24:00,13074
2932,09 Oct 97, 24:00,13357
2933,10 Oct 97, 24:00,12928
2934,11 Oct 97, 24:00,13506
2935,12 Oct 97, 24:00,13596
2936,13 Oct 97, 24:00,13334
2937,14 Oct 97, 24:00,12711
2938,15 Oct 97, 24:00,11878
2939,16 Oct 97, 24:00,11168
2940,17 Oct 97, 24:00,10958
2941,18 Oct 97, 24:00,11038
2942,19 Oct 97, 24:00,10664
2943,20 Oct 97, 24:00,10826
2944,21 Oct 97, 24:00,11317
2945,22 Oct 97, 24:00,11718
2946,23 Oct 97, 24:00,11569
2947,24 Oct 97, 24:00,11530
2948,25 Oct 97, 24:00,10549
2949,26 Oct 97, 24:00,9796
2950,27 Oct 97, 24:00,10093
2951,28 Oct 97, 24:00,10362
2952,29 Oct 97, 24:00,10566
2953,30 Oct 97, 24:00,10610
2954,31 Oct 97, 24:00,10557
2955,01 Nov 97, 24:00,10900
2956,02 Nov 97, 24:00,10828
2957,03 Nov 97, 24:00,10813
2958,04 Nov 97, 24:00,10844
2959,05 Nov 97, 24:00,10837
2960,06 Nov 97, 24:00,11260
2961,07 Nov 97, 24:00,11737
2962,08 Nov 97, 24:00,11611
2963,09 Nov 97, 24:00,11265
2964,10 Nov 97, 24:00,11266
2965,11 Nov 97, 24:00,11952
2966,12 Nov 97, 24:00,11921
2967,13 Nov 97, 24:00,11942
2968,14 Nov 97, 24:00,13136
2969,15 Nov 97, 24:00,13412
2970,16 Nov 97, 24:00,14437
2971,17 Nov 97, 24:00,14686
2972,18 Nov 97, 24:00,15048
2973,19 Nov 97, 24:00,15999
2974,20 Nov 97, 24:00,16619
2975,21 Nov 97, 24:00,16924
2976,22 Nov 97, 24:00,17618
2977,23 Nov 97, 24:00,16940
2978,24 Nov 97, 24:00,16015
2979,25 Nov 97, 24:00,15353
2980,26 Nov 97, 24:00,16377
2981,27 Nov 97, 24:00,20469
2982,28 Nov 97, 24:00,24971
2983,29 Nov 97, 24:00,26686
2984,30 Nov 97, 24:00,24256
2985,01 Dec 97, 24:00,23858
2986,02 Dec 97, 24:00,29448
2987,03 Dec 97, 24:00,27497
2988,04 Dec 97, 24:00,27066
2989,05 Dec 97, 24:00,21845
2990,06 Dec 97, 24:00,20165
2991,07 Dec 97, 24:00,20998
2992,08 Dec 97, 24:00,25410
2993,09 Dec 97, 24:00,29412
2994,10 Dec 97, 24:00,30706
2995,11 Dec 97, 24:00,27766
2996,12 Dec 97, 24:00,24370
2997,13 Dec 97, 24:00,21606
2998,14 Dec 97, 24:00,20201
2999,15 Dec 97, 24:00,20905
3000,16 Dec 97, 24:00,23866
3001,17 Dec 97, 24:00,27584
3002,18 Dec 97, 24:00,25982
3003,19 Dec 97, 24:00,24141
3004,20 Dec 97, 24:00,23848
3005,21 Dec 97, 24:00,22810
3006,22 Dec 97, 24:00,21081
3007,23 Dec 97, 24:00,18940
3008,24 Dec 97, 24:00,17871
3009,25 Dec 97, 24:00,17112
3010,26 Dec 97, 24:00,16458
3011,27 Dec 97, 24:00,16090
3012,28 Dec 97, 24:00,15630
3013,29 Dec 97, 24:00,15223
3014,30 Dec 97, 24:00,14910
3015,31 Dec 97, 24:00,14734
3016,01 Jan 98, 24:00,14473
3017,02 Jan 98, 24:00,14480
3018,03 Jan 98, 24:00,15736
3019,04 Jan 98, 24:00,18937
3020,05 Jan 98, 24:00,25278
3021,06 Jan 98, 24:00,28048
3022,07 Jan 98, 24:00,26396
3023,08 Jan 98, 24:00,23940
3024,09 Jan 98, 24:00,24344
3025,10 Jan 98, 24:00,24650
3026,11 Jan 98, 24:00,25486
3027,12 Jan 98, 24:00,34613
3028,13 Jan 98, 24:00,53559
3029,14 Jan 98, 24:00,58512
3030,15 Jan 98, 24:00,63761
3031,16 Jan 98, 24:00,71709
3032,17 Jan 98, 24:00,73657
3033,18 Jan 98, 24:00,77815
3034,19 Jan 98, 24:00,79369
3035,20 Jan 98, 24:00,77401
3036,21 Jan 98, 24:00,75286
3037,22 Jan 98, 24:00,73577
3038,23 Jan 98, 24:00,71751
3039,24 Jan 98, 24:00,70258
3040,25 Jan 98, 24:00,68824
3041,26 Jan 98, 24:00,67849
3042,27 Jan 98, 24:00,67563
3043,28 Jan 98, 24:00,67748
3044,29 Jan 98, 24:00,69458
3045,30 Jan 98, 24:00,71184
3046,31 Jan 98, 24:00,70723
3047,01 Feb 98, 24:00,70070
3048,02 Feb 98, 24:00,71906
3049,03 Feb 98, 24:00,84363
3050,04 Feb 98, 24:00,94129
3051,05 Feb 98, 24:00,90263
3052,06 Feb 98, 24:00,86144
3053,07 Feb 98, 24:00,84373
3054,08 Feb 98, 24:00,86766
3055,09 Feb 98, 24:00,84055
3056,10 Feb 98, 24:00,81454
3057,11 Feb 98, 24:00,79671
3058,12 Feb 98, 24:00,78105
3059,13 Feb 98, 24:00,77977
3060,14 Feb 98, 24:00,80388
3061,15 Feb 98, 24:00,86688
3062,16 Feb 98, 24:00,86146
3063,17 Feb 98, 24:00,84704
3064,18 Feb 98, 24:00,82943
3065,19 Feb 98, 24:00,80945
3066,20 Feb 98, 24:00,80986
3067,21 Feb 98, 24:00,79141
3068,22 Feb 98, 24:00,80708
3069,23 Feb 98, 24:00,81112
3070,24 Feb 98, 24:00,79966
3071,25 Feb 98, 24:00,78261
3072,26 Feb 98, 24:00,77169
3073,27 Feb 98, 24:00,75943
3074,28 Feb 98, 24:00,74446
3075,01 Mar 98, 24:00,72986
3076,02 Mar 98, 24:00,71358
3077,03 Mar 98, 24:00,70360
3078,04 Mar 98, 24:00,69712
3079,05 Mar 98, 24:00,68951
3080,06 Mar 98, 24:00,68968
3081,07 Mar 98, 24:00,68062
3082,08 Mar 98, 24:00,66867
3083,09 Mar 98, 24:00,65706
3084,10 Mar 98, 24:00,64581
3085,11 Mar 98, 24:00,62602
3086,12 Mar 98, 24:00,59781
3087,13 Mar 98, 24:00,56908
3088,14 Mar 98, 24:00,54116
3089,15 Mar 98, 24:00,52165
3090,16 Mar 98, 24:00,51179
3091,17 Mar 98, 24:00,49857
3092,18 Mar 98, 24:00,47644
3093,19 Mar 98, 24:00,47696
3094,20 Mar 98, 24:00,50524
3095,21 Mar 98, 24:00,51775
3096,22 Mar 98, 24:00,54334
3097,23 Mar 98, 24:00,58408
3098,24 Mar 98, 24:00,64715
3099,25 Mar 98, 24:00,72186
3100,26 Mar 98, 24:00,76371
3101,27 Mar 98, 24:00,77746
3102,28 Mar 98, 24:00,77841
3103,29 Mar 98, 24:00,76734
3104,30 Mar 98, 24:00,75120
3105,31 Mar 98, 24:00,73433
3106,01 Apr 98, 24:00,72285
3107,02 Apr 98, 24:00,70877
3108,03 Apr 98, 24:00,70631
3109,04 Apr 98, 24:00,70760
3110,05 Apr 98, 24:00,70101
3111,06 Apr 98, 24:00,69450
3112,07 Apr 98, 24:00,69053
3113,08 Apr 98, 24:00,68842
3114,09 Apr 98, 24:00,68651
3115,10 Apr 98, 24:00,67940
3116,11 Apr 98, 24:00,66861
3117,12 Apr 98, 24:00,65086
3118,13 Apr 98, 24:00,63237
3119,14 Apr 98, 24:00,61570
3120,15 Apr 98, 24:00,59488
3121,16 Apr 98, 24:00,56714
3122,17 Apr 98, 24:00,53918
3123,18 Apr 98, 24:00,50558
3124,19 Apr 98, 24:00,47402
3125,20 Apr 98, 24:00,45521
3126,21 Apr 98, 24:00,44973
3127,22 Apr 98, 24:00,44133
3128,23 Apr 98, 24:00,43959
3129,24 Apr 98, 24:00,44977
3130,25 Apr 98, 24:00,46742
3131,26 Apr 98, 24:00,47660
3132,27 Apr 98, 24:00,47507
3133,28 Apr 98, 24:00,48028
3134,29 Apr 98, 24:00,47361
3135,30 Apr 98, 24:00,46228
3136,01 May 98, 24:00,45637
3137,02 May 98, 24:00,46413
3138,03 May 98, 24:00,47297
3139,04 May 98, 24:00,48560
3140,05 May 98, 24:00,49316
3141,06 May 98, 24:00,49554
3142,07 May 98, 24:00,49734
3143,08 May 98, 24:00,48851
3144,09 May 98, 24:00,46781
3145,10 May 98, 24:00,44906
3146,11 May 98, 24:00,44392
3147,12 May 98, 24:00,44508
3148,13 May 98, 24:00,46031
3149,14 May 98, 24:00,49031
3150,15 May 98, 24:00,50114
3151,16 May 98, 24:00,49847
3152,17 May 98, 24:00,49749
3153,18 May 98, 24:00,50965
3154,19 May 98, 24:00,51748
3155,20 May 98, 24:00,50672
3156,21 May 98, 24:00,47774
3157,22 May 98, 24:00,45687
3158,23 May 98, 24:00,43495
3159,24 May 98, 24:00,42261
3160,25 May 98, 24:00,42124
3161,26 May 98, 24:00,43025
3162,27 May 98, 24:00,45706
3163,28 May 98, 24:00,49133
3164,29 May 98, 24:00,52241
3165,30 May 98, 24:00,57016
3166,31 May 98, 24:00,63173
3167,01 Jun 98, 24:00,68932
3168,02 Jun 98, 24:00,69762
3169,03 Jun 98, 24:00,68967
3170,04 Jun 98, 24:00,67181
3171,05 Jun 98, 24:00,65520
3172,06 Jun 98, 24:00,64578
3173,07 Jun 98, 24:00,64072
3174,08 Jun 98, 24:00,63488
3175,09 Jun 98, 24:00,62616
3176,10 Jun 98, 24:00,60433
3177,11 Jun 98, 24:00,58434
3178,12 Jun 98, 24:00,56640
3179,13 Jun 98, 24:00,56271
3180,14 Jun 98, 24:00,56679
3181,15 Jun 98, 24:00,58186
3182,16 Jun 98, 24:00,60083
3183,17 Jun 98, 24:00,60549
3184,18 Jun 98, 24:00,59163
3185,19 Jun 98, 24:00,56322
3186,20 Jun 98, 24:00,52410
3187,21 Jun 98, 24:00,49841
3188,22 Jun 98, 24:00,48835
3189,23 Jun 98, 24:00,47790
3190,24 Jun 98, 24:00,46378
3191,25 Jun 98, 24:00,44862
3192,26 Jun 98, 24:00,42208
3193,27 Jun 98, 24:00,40719
3194,28 Jun 98, 24:00,40307
3195,29 Jun 98, 24:00,39798
3196,30 Jun 98, 24:00,38968
3197,01 Jul 98, 24:00,37462
3198,02 Jul 98, 24:00,34446
3199,03 Jul 98, 24:00,34571
3200,04 Jul 98, 24:00,33596
3201,05 Jul 98, 24:00,32605
3202,06 Jul 98, 24:00,32128
3203,07 Jul 98, 24:00,31420
3204,08 Jul 98, 24:00,29656
3205,09 Jul 98, 24:00,29283
3206,10 Jul 98, 24:00,28759
3207,11 Jul 98, 24:00,27997
3208,12 Jul 98, 24:00,26922
3209,13 Jul 98, 24:00,25979
3210,14 Jul 98, 24:00,25607
3211,15 Jul 98, 24:00,25031
3212,16 Jul 98, 24:00,24280
3213,17 Jul 98, 24:00,23880
3214,18 Jul 98, 24:00,23236
3215,19 Jul 98, 24:00,23077
3216,20 Jul 98, 24:00,22972
3217,21 Jul 98, 24:00,23338
3218,22 Jul 98, 24:00,22837
3219,23 Jul 98, 24:00,22816
3220,24 Jul 98, 24:00,22644
3221,25 Jul 98, 24:00,23053
3222,26 Jul 98, 24:00,23246
3223,27 Jul 98, 24:00,23708
3224,28 Jul 98, 24:00,23521
3225,29 Jul 98, 24:00,23569
3226,30 Jul 98, 24:00,23000
3227,31 Jul 98, 24:00,23405
3228,01 Aug 98, 24:00,23538
3229,02 Aug 98, 24:00,23719
3230,03 Aug 98, 24:00,23604
3231,04 Aug 98, 24:00,24339
3232,05 Aug 98, 24:00,24389
3233,06 Aug 98, 24:00,24573
3234,07 Aug 98, 24:00,24136
3235,08 Aug 98, 24:00,24363
3236,09 Aug 98, 24:00,24720
3237,10 Aug 98, 24:00,25171
3238,11 Aug 98, 24:00,25428
3239,12 Aug 98, 24:00,25005
3240,13 Aug 98, 24:00,25005
3241,14 Aug 98, 24:00,25334
3242,15 Aug 98, 24:00,25215
3243,16 Aug 98, 24:00,24734
3244,17 Aug 98, 24:00,24427
3245,18 Aug 98, 24:00,24537
3246,19 Aug 98, 24:00,24941
3247,20 Aug 98, 24:00,25345
3248,21 Aug 98, 24:00,25845
3249,22 Aug 98, 24:00,25839
3250,23 Aug 98, 24:00,25749
3251,24 Aug 98, 24:00,25601
3252,25 Aug 98, 24:00,25687
3253,26 Aug 98, 24:00,25900
3254,27 Aug 98, 24:00,26866
3255,28 Aug 98, 24:00,26300
3256,29 Aug 98, 24:00,26000
3257,30 Aug 98, 24:00,25927
3258,31 Aug 98, 24:00,25744
3259,01 Sep 98, 24:00,26030
3260,02 Sep 98, 24:00,26484
3261,03 Sep 98, 24:00,26700
3262,04 Sep 98, 24:00,27424
3263,05 Sep 98, 24:00,28309
3264,06 Sep 98, 24:00,28585
3265,07 Sep 98, 24:00,28682
3266,08 Sep 98, 24:00,28405
3267,09 Sep 98, 24:00,27500
3268,10 Sep 98, 24:00,27200
3269,11 Sep 98, 24:00,28512
3270,12 Sep 98, 24:00,27812
3271,13 Sep 98, 24:00,26268
3272,14 Sep 98, 24:00,24509
3273,15 Sep 98, 24:00,23500
3274,16 Sep 98, 24:00,23109
3275,17 Sep 98, 24:00,23261
3276,18 Sep 98, 24:00,24240
3277,19 Sep 98, 24:00,24204
